Planet Transit Midpoint Value,Planet Transit Midpoint Upper Unc,Planet Transit Midpoint Lower Unc,Planet Transit Midpoint Limit Flag,Planet Orbital Period Value,Planet Orbital Period Upper Unc,Planet Orbital Period Lower Unc,Planet Orbital Period Limit Flag,Planet Transit Duration Value,Planet Transit Duration Upper Unc,Planet Transit Duration Lower Unc,Planet Transit Duration Limit Flag,Planet Transit Depth Value,Planet Transit Depth Upper Unc,Planet Transit Depth Lower Unc,Planet Transit Depth Limit Flag,Planet Radius Value,Planet Radius Value Upper Unc,Planet Radius Value Lower Unc,Planet Radius Limit Flag,Planet Insolation Value,Planet Equilibrium Temperature Value,TESS Magnitude,TESS Magnitude Upper Unc,TESS Magnitude Lower Unc,TESS Magnitude Limit Flag,Stellar Distance,Stellar Distance Upper Unc,Stellar Distance Lower Unc,Stellar Distance Limit Flag,Stellar Effective Temperature Value,Stellar Effective Termperature Upper Unc,Stellar Effective Termperature Lower Unc,Stellar Effective Temperature Limit Flag,Stellar log(g) Value,Stellar log(g) Upper Unc,Stellar log(g) Lower Unc,Stellar log(g) Limit Flag,Stellar Radius Value,Stellar Radius Upper Unc,Stellar Radius Lower Unc,Stellar Radius Limit Flag,Label
2459279.359536,0.001835,-0.001835,0,2.623354,7.9e-06,-7.9e-06,0,2.845,0.327,-0.327,0,8790.0,5.27747,-5.27747,0,16.3338,0.9138729999999999,-0.9138729999999999,0,1425.08,1711.0,12.8054,0.009000000000000001,-0.009000000000000001,0,889.866,22.9975,-22.9975,0,6437.0,132.7,-132.7,0,4.1,0.09,-0.09,0,1.69,0.08,-0.08,0,0
2459278.415912,0.004188,-0.004188,0,7.7605254,8.190000000000001e-05,-8.190000000000001e-05,0,3.639,0.482,-0.482,0,2060.0,3.4096699999999998,-3.4096699999999998,0,4.92551,0.31777,-0.31777,0,218.205,1070.0,11.7483,0.008,-0.008,0,364.285,5.473,-5.473,0,6070.0,119.1,-119.1,0,4.42,0.08,-0.08,0,1.09,0.05,-0.05,0,0
2459278.640462,0.001504,-0.001504,0,3.1405783,8.599999999999999e-06,-8.599999999999999e-06,0,1.574,0.372,-0.372,0,8570.0,20.0821,-20.0821,0,11.93,0.90923,-0.90923,0,210.456,1061.0,12.6977,0.006999999999999999,-0.006999999999999999,0,565.295,11.2005,-11.2005,0,5636.0,131.1,-131.1,0,4.24,0.08,-0.08,0,1.26,0.07,-0.07,0,0
2459245.869732,0.0025239999999999998,-0.0025239999999999998,0,4.711426400000001,1.83e-05,-1.83e-05,0,1.502,0.413,-0.413,0,5410.0,1117.91,-1117.91,0,15.6522,5.44226,-5.44226,0,1055.88,1588.0,12.5881,0.006999999999999999,-0.006999999999999999,0,726.071,9.721,-9.721,0,8238.0,144.9,-144.9,0,4.41,0.07,-0.07,0,1.47,0.05,-0.05,0,0
2459247.848235,0.002325,-0.002325,0,3.5714447999999996,1.75e-05,-1.75e-05,0,2.356,0.89,-0.89,0,4090.0,56.536,-56.536,0,18.4074,2.38449,-2.38449,0,873.532,1514.0,12.2665,0.006999999999999999,-0.006999999999999999,0,1053.27,37.97,-37.97,0,5942.0,123.5,-123.5,0,3.66,0.08,-0.08,0,2.56,0.15,-0.15,0,0
2459277.156063,0.002196,-0.002196,0,2.3626917,8.2e-06,-8.2e-06,0,2.938,0.167,-0.167,0,7280.0,4.42137,-4.42137,0,14.4588,0.80143,-0.80143,0,4798.12,2318.0,12.6255,0.006999999999999999,-0.006999999999999999,0,1184.46,45.115,-45.115,0,8360.0,153.9,-153.9,0,4.33,0.08,-0.08,0,1.62,0.08,-0.08,0,0
2458540.8621650003,0.008312,-0.008312,0,1.5971426000000002,0.0004152,-0.0004152,0,3.316,0.452,-0.452,0,2150.0,4.4812,-4.4812,0,7.98964,0.593331,-0.593331,0,4957.19,2337.0,12.6746,0.009000000000000001,-0.009000000000000001,0,950.218,24.6015,-24.6015,0,6263.0,133.6,-133.6,0,4.03,0.09,-0.09,0,1.77,0.09,-0.09,0,0
2459276.5853009997,0.000508,-0.000508,0,3.7788872000000002,3.8e-06,-3.8e-06,0,2.985,0.085,-0.085,0,18140.0,2.11062,-2.11062,0,14.346,0.856771,-0.856771,0,409.42,1253.0,12.239,0.008,-0.008,0,397.313,6.956,-6.956,0,5817.7,145.7,-145.7,0,4.43,0.09,-0.09,0,1.03,0.06,-0.06,0,1
2459279.4713540003,0.001518,-0.001518,0,0.6691882,2e-06,-2e-06,0,1.347,0.278,-0.278,0,2850.0,7.76507,-7.76507,0,9.96751,0.734671,-0.734671,0,7244.35,2570.0,12.5772,0.006,-0.006,0,994.33,27.6765,-27.6765,0,6623.0,123.1,-123.1,0,4.09,0.09,-0.09,0,1.76,0.09,-0.09,0,0
2459273.784523,0.001189,-0.001189,0,6.178699,1.32e-05,-1.32e-05,0,4.439,0.116,-0.116,0,17960.0,4.76485,-4.76485,0,18.3725,1.11239,-1.11239,0,336.823,1193.0,12.7761,0.006999999999999999,-0.006999999999999999,0,687.367,17.1475,-17.1475,0,5806.0,131.9,-131.9,0,4.16,0.08,-0.08,0,1.4,0.08,-0.08,0,0
2459248.8939,0.001603,-0.001603,0,2.9526508,7.8e-06,-7.8e-06,0,2.503,0.205,-0.205,0,9320.0,5.93037,-5.93037,0,17.072,0.9910479999999999,-0.9910479999999999,0,532.564,1338.0,12.7363,0.006,-0.006,0,868.194,15.9455,-15.9455,0,5812.0,131.7,-131.7,0,3.98,0.08,-0.08,0,1.73,0.09,-0.09,0,0
2459251.254791,0.0015199999999999999,-0.0015199999999999999,0,13.9311096,6.57e-05,-6.57e-05,0,3.508,0.219,-0.219,0,6720.0,3.12636,-3.12636,0,14.0219,0.739155,-0.739155,0,70.2738,806.0,12.4493,0.006,-0.006,0,816.907,18.911,-18.911,0,6445.0,134.9,-134.9,0,4.1,0.09,-0.09,0,1.69,0.08,-0.08,0,0
2459112.51263,0.0031,-0.0031,0,1.75807,1e-05,-1e-05,0,1.292,0.319,-0.319,0,1967.0,11.4476,-11.4476,0,5.77485,0.545185,-0.545185,0,507.461,1322.0,12.4115,0.006999999999999999,-0.006999999999999999,0,519.27,14.05,-14.05,0,5885.0,121.6,-121.6,0,4.31,0.08,-0.08,0,1.2,0.06,-0.06,0,0
2459243.222963,0.001538,-0.001538,0,5.0949767,1.53e-05,-1.53e-05,0,4.57,0.168,-0.168,0,4150.0,1.14286,-1.14286,0,15.7588,0.8604360000000001,-0.8604360000000001,0,915.595,1532.0,11.8807,0.006999999999999999,-0.006999999999999999,0,872.374,25.573,-25.573,0,6565.0,248.5,-248.5,0,4.18,1.83,-1.83,0,2.25,0.12,-0.12,0,0
2459246.89512,0.0017109999999999998,-0.0017109999999999998,0,2.7765784,9.4e-06,-9.4e-06,0,2.076,0.172,-0.172,0,5710.0,4.91815,-4.91815,0,6.07883,0.502703,-0.502703,0,130.312,941.0,12.7445,0.006,-0.006,0,210.527,2.6505,-2.6505,0,4348.2,106.7,-106.7,0,4.48,0.09,-0.09,0,0.78,0.06,-0.06,0,0
2459249.549067,0.001137,-0.001137,0,3.1510024,8.1e-06,-8.1e-06,0,0.612,0.126,-0.126,0,4700.0,107.064,-107.064,0,12.7872,1.82961,-1.82961,0,34.0167,672.0,12.2609,0.006999999999999999,-0.006999999999999999,0,607.396,17.7415,-17.7415,0,5927.9,105.2,-105.2,0,4.12,0.08,-0.08,0,1.5,0.08,-0.08,0,0
2459277.091098,0.00292,-0.00292,0,1.3955316999999998,7.699999999999999e-06,-7.699999999999999e-06,0,2.62,0.393,-0.393,0,960.0,1.78237,-1.78237,0,10.461,0.718734,-0.718734,0,3163.13,2089.0,10.9602,0.006999999999999999,-0.006999999999999999,0,566.014,11.7905,-11.7905,0,4957.2,104.3,-104.3,0,3.34,0.75,-0.75,0,3.29,0.17,-0.17,0,0
2459278.659536,0.001923,-0.001923,0,1.6660266,6.6e-06,-6.6e-06,0,1.316,0.4,-0.4,0,2450.0,8.81983,-8.81983,0,10.2799,1.00539,-1.00539,0,839.102,1499.0,11.9581,0.006999999999999999,-0.006999999999999999,0,735.129,44.564,-44.564,0,5993.3,229.4,-229.4,0,3.9,0.1,-0.1,0,2.01,0.15,-0.15,0,0
2458358.25733,0.0017699999999999999,-0.0017699999999999999,0,6.0668533,0.0006797999999999999,-0.0006797999999999999,0,3.0824141,0.12197480000000001,-0.12197480000000001,0,7290.4207625,230.9261,-230.9261,0,9.432374300000001,0.6147581999999999,-0.6147581999999999,0,316.7911987,1076.0018707,11.9221,0.006999999999999999,-0.006999999999999999,0,404.201,8.737001,-8.737001,0,6149.0,126.6,-126.6,0,4.44,0.08,-0.08,0,1.0794,0.0536482,-0.0536482,0,0
2458651.183896,0.007118000000000001,-0.007118000000000001,0,1.0083896,0.0002222,-0.0002222,0,2.76,0.353,-0.353,0,1610.0,3.08669,-3.08669,0,13.9145,1.05667,-1.05667,0,12316.6,2934.0,11.672,0.011000000000000001,-0.011000000000000001,0,1025.24,43.0915,-43.0915,0,6808.0,152.5,-152.5,0,3.51,0.09,-0.09,0,3.52,0.2,-0.2,0,0
2458650.458541,0.002001,-0.002001,0,2.7194314,0.0003866,-0.0003866,0,2.277,0.494,-0.494,0,13570.0,22.2695,-22.2695,0,17.8849,1.11046,-1.11046,0,1097.68,1603.0,11.9642,0.006999999999999999,-0.006999999999999999,0,481.703,8.119,-8.119,0,6531.0,131.0,-131.0,0,4.23,0.09,-0.09,0,1.48,0.07,-0.07,0,0
2458647.654369,0.002332,-0.002332,0,2.9870391,0.0007303,-0.0007303,0,2.679,0.279,-0.279,0,14090.0,15.3991,-15.3991,0,14.9926,1.20228,-1.20228,0,263.238,1122.0,12.8311,0.006,-0.006,0,353.696,4.0475,-4.0475,0,4790.0,128.0,-128.0,0,4.14,0.1,-0.1,0,1.24,0.09,-0.09,0,0
2458651.478303,0.004328,-0.004328,0,3.6554805,0.0012362999999999999,-0.0012362999999999999,0,3.88,0.349,-0.349,0,5020.0,5.53786,-5.53786,0,10.6406,0.654295,-0.654295,0,984.165,1560.0,12.2152,0.006,-0.006,0,595.56,11.776,-11.776,0,5994.0,130.8,-130.8,0,4.12,0.08,-0.08,0,1.51,0.07,-0.07,0,0
2458651.043236,0.003164,-0.003164,0,3.8255457,0.0014119999999999998,-0.0014119999999999998,0,3.831,0.389,-0.389,0,8440.0,7.74718,-7.74718,0,15.7418,0.937182,-0.937182,0,1068.19,1592.0,12.5451,0.006,-0.006,0,841.734,23.0865,-23.0865,0,6341.2,114.6,-114.6,0,4.08,0.09,-0.09,0,1.69,0.08,-0.08,0,0
2458647.3449,0.002605,-0.002605,0,8.7264492,0.0018746,-0.0018746,0,2.563,0.279,-0.279,0,10800.0,14.6057,-14.6057,0,10.7688,0.702122,-0.702122,0,51.4903,746.0,12.5517,0.006,-0.006,0,404.622,2.7465,-2.7465,0,5522.0,130.6,-130.6,0,4.42,0.08,-0.08,0,1.0,0.05,-0.05,0,0
2458645.098409,0.007017,-0.007017,0,4.360409400000001,0.0012205,-0.0012205,0,4.972,0.446,-0.446,0,3200.0,5.15691,-5.15691,0,12.3669,0.8113090000000001,-0.8113090000000001,0,1288.12,1669.0,12.6558,0.006,-0.006,0,966.604,15.126,-15.126,0,6126.0,129.4,-129.4,0,3.81,0.08,-0.08,0,2.21,0.11,-0.11,0,0
2458648.363293,0.002177,-0.002177,0,3.9421637,0.0003305,-0.0003305,0,2.165,0.277,-0.277,0,8190.0,10.6063,-10.6063,0,12.304,0.729126,-0.729126,0,268.011,1127.0,12.9585,0.006,-0.006,0,633.798,7.511,-7.511,0,6011.0,127.3,-127.3,0,4.26,0.08,-0.08,0,1.3,0.06,-0.06,0,0
2458645.834952,0.001166,-0.001166,0,17.032851899999997,0.0016370999999999998,-0.0016370999999999998,0,2.591,0.139,-0.139,0,15860.0,7.1997800000000005,-7.1997800000000005,0,11.822,0.782034,-0.782034,0,8.79882,479.0,12.0537,0.006,-0.006,0,222.115,1.0265,-1.0265,0,5022.0,124.8,-124.8,0,4.43,0.09,-0.09,0,0.92,0.06,-0.06,0,0
2458618.360116,0.0026190000000000002,-0.0026190000000000002,0,32.598475300000004,0.0028991999999999998,-0.0028991999999999998,0,4.391,0.768,-0.768,0,4610.0,5.4418,-5.4418,0,9.33793,0.575923,-0.575923,0,20.8139,595.0,11.6146,0.006,-0.006,0,370.666,3.0515,-3.0515,0,6067.8,122.7,-122.7,0,4.23,0.08,-0.08,0,1.35,0.07,-0.07,0,0
2458650.066764,0.001009,-0.001009,0,3.1730487000000003,0.0001127,-0.0001127,0,2.166,0.349,-0.349,0,17510.0,26.5947,-26.5947,0,11.9466,0.874294,-0.874294,0,255.538,1113.0,12.6553,0.006,-0.006,0,302.055,1.46,-1.46,0,5056.0,126.7,-126.7,0,4.48,0.08,-0.08,0,0.87,0.05,-0.05,0,0
2458354.79225,0.00155,-0.00155,0,8.28154,0.00099,-0.00099,0,2.317,0.157,-0.157,0,14010.0,2585.21,-2585.21,0,30.0184,7.706689999999999,-7.706689999999999,0,184.89,1027.0,12.7291,0.006,-0.006,0,745.217,16.5315,-16.5315,0,6177.0,125.1,-125.1,0,4.25,0.08,-0.08,0,1.35,0.06,-0.06,0,0
2459378.7784,0.0013449999999999998,-0.0013449999999999998,0,4.6288384,2.9199999999999998e-05,-2.9199999999999998e-05,0,6.264,0.521,-0.521,0,5380.0,0.294727,-0.294727,0,17.2704,0.794132,-0.794132,0,4580.01,2291.0,8.82719,0.006,-0.006,0,205.426,2.8765,-2.8765,0,5978.9,104.1,-104.1,0,3.89,0.09,-0.09,0,2.22,0.1,-0.1,0,0
2458648.137868,0.0052060000000000006,-0.0052060000000000006,0,11.4526165,0.0020033,-0.0020033,0,4.764,0.364,-0.364,0,6540.0,9.11789,-9.11789,0,10.7209,0.645806,-0.645806,0,164.301,997.0,12.9682,0.006,-0.006,0,695.231,7.4825,-7.4825,0,6175.0,135.4,-135.4,0,4.29,0.08,-0.08,0,1.28,0.06,-0.06,0,0
2458651.074608,0.004647,-0.004647,0,6.3903083,0.0009161,-0.0009161,0,1.679,0.32,-0.32,0,5920.0,18.6873,-18.6873,0,7.75489,0.632451,-0.632451,0,43.4941,715.0,12.8749,0.006,-0.006,0,422.208,2.3115,-2.3115,0,5474.0,127.6,-127.6,0,4.4,0.08,-0.08,0,1.03,0.05,-0.05,0,0
2458651.909149,0.003428,-0.003428,0,3.6496191,0.000933,-0.000933,0,2.149,0.268,-0.268,0,5790.0,11.0479,-11.0479,0,12.2884,0.8236969999999999,-0.8236969999999999,0,377.515,1228.0,12.0719,0.006,-0.006,0,597.774,13.406,-13.406,0,6353.0,131.8,-131.8,0,4.13,0.08,-0.08,0,1.59,0.08,-0.08,0,0
2458651.973815,0.013682,-0.013682,0,1.8629080000000002,0.0020071999999999998,-0.0020071999999999998,0,4.562,0.394,-0.394,0,3420.0,1363.91,-1363.91,0,13.9775,5.682259999999999,-5.682259999999999,0,20675.8,3340.0,12.8482,0.006,-0.006,0,527.819,6.746,-6.746,0,5626.0,129.6,-129.6,0,4.15,0.08,-0.08,0,1.39,0.07,-0.07,0,0
2458652.436812,0.002997,-0.002997,0,0.7799194,5.3e-05,-5.3e-05,0,1.543,0.196,-0.196,0,1920.0,3.5474099999999997,-3.5474099999999997,0,9.09676,0.647777,-0.647777,0,2609.72,1991.0,12.8492,0.006,-0.006,0,715.534,7.67,-7.67,0,5473.0,128.0,-128.0,0,3.8,0.08,-0.08,0,2.04,0.11,-0.11,0,0
2458649.58691,0.002064,-0.002064,0,2.6567856,0.0004104,-0.0004104,0,4.089,0.155,-0.155,0,13190.0,4.38912,-4.38912,0,19.7338,1.0944200000000002,-1.0944200000000002,0,3059.14,2071.0,12.5805,0.006,-0.006,0,885.345,25.5515,-25.5515,0,6823.0,134.7,-134.7,0,4.16,0.1,-0.1,0,1.67,0.09,-0.09,0,0
2458355.18601,0.00428,-0.00428,0,4.040030000000001,1e-05,-1e-05,0,0.196,0.08,-0.08,0,832.0,115.227,-115.227,0,12.106,1.8822599999999998,-1.8822599999999998,0,1.86549,325.0,11.2043,0.006,-0.006,0,344.084,5.0925,-5.0925,0,5692.2,130.0,-130.0,0,4.1,0.08,-0.08,0,1.48,0.08,-0.08,0,0
2458645.216899,0.0021449999999999998,-0.0021449999999999998,0,8.754072099999998,0.0018254,-0.0018254,0,3.614,0.182,-0.182,0,14870.0,6.38276,-6.38276,0,11.9378,0.654882,-0.654882,0,104.489,890.0,12.8852,0.006,-0.006,0,454.021,3.4115,-3.4115,0,5666.0,131.0,-131.0,0,4.5,0.08,-0.08,0,0.94,0.05,-0.05,0,0
2458652.5921830004,0.002649,-0.002649,0,3.8789318999999995,0.0007072000000000001,-0.0007072000000000001,0,3.745,0.268,-0.268,0,12120.0,6.29513,-6.29513,0,13.8765,0.74347,-0.74347,0,779.038,1471.0,11.9672,0.006,-0.006,0,420.123,7.2595,-7.2595,0,6048.0,125.5,-125.5,0,4.29,0.08,-0.08,0,1.26,0.06,-0.06,0,0
2458649.579569,0.001097,-0.001097,0,2.7806862999999997,0.0002552,-0.0002552,0,3.182,0.238,-0.238,0,11540.0,5.3314699999999995,-5.3314699999999995,0,17.6488,0.815327,-0.815327,0,2729.49,2013.0,12.2587,0.006,-0.006,0,904.833,21.5905,-21.5905,0,7560.0,140.3,-140.3,0,4.26,0.08,-0.08,0,1.63,0.06,-0.06,0,0
2458651.409593,0.002964,-0.002964,0,4.3198766,0.0008384999999999999,-0.0008384999999999999,0,2.68,0.431,-0.431,0,14340.0,25.6823,-25.6823,0,15.2615,0.865007,-0.865007,0,888.184,1520.0,12.6718,0.006999999999999999,-0.006999999999999999,0,644.3,9.5835,-9.5835,0,7627.0,146.5,-146.5,0,4.51,0.08,-0.08,0,1.23,0.04,-0.04,0,0
2458650.342694,0.001091,-0.001091,0,1.8285101000000001,0.0002186,-0.0002186,0,3.053,0.327,-0.327,0,16730.0,12.5897,-12.5897,0,19.8195,1.16883,-1.16883,0,2446.58,1959.0,12.3282,0.006,-0.006,0,657.544,11.782,-11.782,0,6078.0,130.7,-130.7,0,4.13,0.09,-0.09,0,1.53,0.08,-0.08,0,0
2459359.54722,0.001332,-0.001332,0,0.9714298000000001,2.8999999999999998e-06,-2.8999999999999998e-06,0,1.251,0.224,-0.224,0,1650.0,3.3845,-3.3845,0,8.81333,0.626163,-0.626163,0,2557.87,1981.0,10.7989,0.006,-0.006,0,492.34,10.4695,-10.4695,0,6495.0,133.9,-133.9,0,3.89,0.09,-0.09,0,2.18,0.11,-0.11,0,0
2458651.047086,0.002672,-0.002672,0,1.4466801,0.00012529999999999998,-0.00012529999999999998,0,1.547,0.204,-0.204,0,4430.0,8.09042,-8.09042,0,12.4403,0.822934,-0.822934,0,978.335,1558.0,12.8749,0.006,-0.006,0,884.446,14.0725,-14.0725,0,5881.0,126.4,-126.4,0,3.95,0.08,-0.08,0,1.81,0.09,-0.09,0,0
2458649.709766,0.0027890000000000002,-0.0027890000000000002,0,5.1904979,0.0011970999999999998,-0.0011970999999999998,0,5.187,0.305,-0.305,0,7570.0,3.0868900000000004,-3.0868900000000004,0,16.0969,0.848814,-0.848814,0,936.906,1541.0,11.5616,0.006,-0.006,0,534.304,11.8385,-11.8385,0,6195.0,133.7,-133.7,0,4.0,0.08,-0.08,0,1.81,0.09,-0.09,0,0
2459382.714016,0.0025239999999999998,-0.0025239999999999998,0,11.841346699999999,6.07e-05,-6.07e-05,0,2.865,0.183,-0.183,0,770.0,0.83445,-0.83445,0,2.20757,0.18721600000000002,-0.18721600000000002,0,18.0311,574.0,9.6181,0.006,-0.006,0,56.8792,0.08055,-0.08055,0,4554.0,122.3,-122.3,0,4.52,0.1,-0.1,0,0.77,0.06,-0.06,0,0
2458650.649526,0.001073,-0.001073,0,2.2177825,0.0001585,-0.0001585,0,1.456,0.232,-0.232,0,15020.0,7.79052,-7.79052,0,10.2105,0.704689,-0.704689,0,176.607,1015.0,11.4867,0.006,-0.006,0,154.715,0.8955,-0.8955,0,4841.0,122.0,-122.0,0,4.52,0.09,-0.09,0,0.81,0.05,-0.05,0,0
2459378.988034,0.000614,-0.000614,0,16.008575099999998,0.0008263999999999999,-0.0008263999999999999,0,4.452,0.129,-0.129,0,14340.0,327.74,-327.74,0,19.3218,2.3515200000000003,-2.3515200000000003,0,150.886,976.0,10.1862,0.006,-0.006,0,173.108,1.2335,-1.2335,0,5992.0,192.0,-192.0,0,4.3493900000000005,0.286664,-0.286664,0,1.08,0.05,-0.05,0,0
2458641.670643,0.00784,-0.00784,0,6.9628431,0.004174000000000001,-0.004174000000000001,0,4.4,0.657,-0.657,0,1040.0,4.880809999999999,-4.880809999999999,0,2.9424900000000003,0.270149,-0.270149,0,318.206,1176.0,11.7789,0.006,-0.006,0,278.915,2.0385,-2.0385,0,5727.0,131.9,-131.9,0,4.5,0.08,-0.08,0,0.95,0.05,-0.05,0,0
2458651.936916,0.001927,-0.001927,0,3.7832209000000003,0.0005187,-0.0005187,0,3.582,0.297,-0.297,0,12530.0,7.889469999999999,-7.889469999999999,0,13.7338,0.8876930000000001,-0.8876930000000001,0,443.386,1278.0,11.7185,0.006,-0.006,0,297.152,4.842,-4.842,0,5266.0,127.9,-127.9,0,4.21,0.08,-0.08,0,1.23,0.07,-0.07,0,0
2458643.584562,0.0009390000000000001,-0.0009390000000000001,0,9.131105900000001,0.0004851,-0.0004851,0,2.567,0.184,-0.184,0,35730.0,21.1588,-21.1588,0,14.4744,1.07503,-1.07503,0,31.7494,661.0,12.5911,0.006,-0.006,0,271.578,1.0595,-1.0595,0,5198.2,147.1,-147.1,0,4.63,0.09,-0.09,0,0.75,0.05,-0.05,0,0
2459323.745485,0.000749,-0.000749,0,9.2226358,0.000337,-0.000337,0,5.011,0.126,-0.126,0,3380.0,0.21620999999999999,-0.21620999999999999,0,15.3135,0.659742,-0.659742,0,311.425,1170.0,8.4504,0.006,-0.006,0,201.957,1.274,-1.274,0,6332.0,133.626,-133.626,0,3.7075,0.0835077,-0.0835077,0,2.59,0.11,-0.11,0,0
2459313.044998,0.002293,-0.002293,0,16.323460999999998,0.0032835,-0.0032835,0,4.407982700000001,0.43078679999999997,-0.43078679999999997,0,763.881507,44.765427,-44.765427,0,3.3877095,1.1257042,-1.1257042,0,93.9485855,794.0398727,8.7028,0.006,-0.006,0,96.7224,0.40065,-0.40065,0,5860.0,126.031,-126.031,0,4.29672,0.07941000000000001,-0.07941000000000001,0,1.2115098999999998,0.05944730000000001,-0.05944730000000001,0,0
2459310.0206279997,0.002045,-0.002045,0,7.7507939,0.0016061,-0.0016061,0,1.4457233999999999,0.3471068,-0.3471068,0,5442.3986676,549.528,-549.528,0,2.3091908,0.7017045999999999,-0.7017045999999999,0,3.6230872000000005,351.8758375,12.295,0.006999999999999999,-0.006999999999999999,0,33.7173,0.08385,-0.08385,0,3230.0,157.0,-157.0,0,4.91717,0.004800199999999999,-0.004800199999999999,0,0.307821,0.0091862,-0.0091862,0,0
2459330.334073,0.002627,-0.002627,0,8.413014599999999,6.12e-05,-6.12e-05,0,2.452,0.262,-0.262,0,390.0,0.806149,-0.806149,0,3.9769400000000004,0.257256,-0.257256,0,116.091,914.0,8.734,0.006,-0.006,0,172.372,1.0055,-1.0055,0,6529.0,133.469,-133.469,0,3.99995,0.0868846,-0.0868846,0,1.92,0.08,-0.08,0,0
2459338.605189,0.008639,-0.008639,0,4.880368499999999,0.0035312,-0.0035312,0,6.592841900000001,0.5477833000000001,-0.5477833000000001,0,6344.1411776,698.2985,-698.2985,0,7.935847,3.5570872000000002,-3.5570872000000002,0,85.54134520000001,775.6463774,12.0475,0.006,-0.006,0,165.222,0.724,-0.724,0,4562.0,120.541,-120.541,0,4.5456199999999995,0.0962475,-0.0962475,0,0.7497050000000001,0.055598,-0.055598,0,0
2459307.958794,0.002955,-0.002955,0,4.600126400000001,0.0009859,-0.0009859,0,8.151647500000001,0.2431126,-0.2431126,0,3840.3239044,126.72628999999999,-126.72628999999999,0,19.5358222,1.4528362,-1.4528362,0,3113.3586022,1905.1406171,11.5226,0.006,-0.006,0,748.181,21.113,-21.113,0,5695.0,132.098,-132.098,0,3.45316,0.0824566,-0.0824566,0,3.1233001,0.17691400000000002,-0.17691400000000002,0,0
2458355.90325,0.00168,-0.00168,0,2.5127599999999997,0.00031,-0.00031,0,1.417,0.135,-0.135,0,4449.3,4.91533,-4.91533,0,6.21591,0.650184,-0.650184,0,213.806,1065.0,12.3856,0.006,-0.006,0,341.681,2.2095,-2.2095,0,5635.0,280.6,-280.6,0,4.41,2.0,-2.0,0,0.85,0.08,-0.08,0,0
2459307.988023,0.006547,-0.006547,0,7.351064200000001,0.0030298,-0.0030298,0,3.8475431,0.6179214,-0.6179214,0,1314.7094959,116.10533000000001,-116.10533000000001,0,3.9965370000000005,1.929498,-1.929498,0,175.4529921,928.2392842,10.8298,0.006,-0.006,0,195.884,1.8155,-1.8155,0,5406.0,131.891,-131.891,0,4.3299199999999995,0.0813821,-0.0813821,0,1.0980901,0.060603,-0.060603,0,0
2459313.472201,0.00036,-0.00036,0,15.3492551,0.0005145,-0.0005145,0,2.9340007000000004,0.0356923,-0.0356923,0,23822.8981935,337.73654,-337.73654,0,18.7361485,1.4234569,-1.4234569,0,73.8735981,747.7252776,10.7413,0.006,-0.006,0,206.21,1.916,-1.916,0,5782.5,178.7,-178.7,0,3.92,0.12,-0.12,0,1.0024899999999999,0.04643219999999999,-0.04643219999999999,0,0
2459307.3888189998,0.003144,-0.003144,0,3.4462898999999996,0.0006688,-0.0006688,0,1.5251339,0.2070306,-0.2070306,0,4373.381517,564.9062,-564.9062,0,15.0292201,24.457378,-24.457378,0,2682.5374972,1835.5076542999998,11.4712,0.006,-0.006,0,627.463,11.448,-11.448,0,7853.0,136.501,-136.501,0,4.332409999999999,0.079684,-0.079684,0,1.5443701,0.050125699999999995,-0.050125699999999995,0,0
2459307.630457,0.001578,-0.001578,0,1.1886098999999999,0.0001364,-0.0001364,0,1.9621031000000002,0.1637419,-0.1637419,0,2522.0896472,180.06635,-180.06635,0,9.322512300000001,1.0391116,-1.0391116,0,18169.2523235,2961.1064044,10.2726,0.006,-0.006,0,456.891,5.8145,-5.8145,0,8405.0,154.635,-154.635,0,4.25145,0.0732307,-0.0732307,0,1.7878900000000002,0.05508540000000001,-0.05508540000000001,0,0
2458706.2754720002,0.0007639999999999999,-0.0007639999999999999,0,2.1571377,0.00013319999999999999,-0.00013319999999999999,0,2.16,0.095,-0.095,0,18850.0,7.753610000000001,-7.753610000000001,0,14.4936,0.7642479999999999,-0.7642479999999999,0,690.605,1428.0,11.6006,0.006999999999999999,-0.006999999999999999,0,299.999,2.492,-2.492,0,5863.0,140.7,-140.7,0,4.42,0.08,-0.08,0,1.05,0.05,-0.05,0,0
2458704.134787,0.004438,-0.004438,0,4.498320400000001,0.0021376999999999998,-0.0021376999999999998,0,2.949,0.445,-0.445,0,10000.0,29.8541,-29.8541,0,12.4633,0.9518,-0.9518,0,265.059,1124.0,12.8624,0.006,-0.006,0,528.922,5.0785,-5.0785,0,5554.0,141.2,-141.2,0,4.28,0.08,-0.08,0,1.18,0.06,-0.06,0,0
2458707.6918220003,0.004138,-0.004138,0,1.2997811000000001,0.0003363,-0.0003363,0,2.35,0.272,-0.272,0,7140.0,11.7254,-11.7254,0,13.6803,0.8957149999999999,-0.8957149999999999,0,3036.53,2068.0,12.4162,0.032,-0.032,0,535.034,8.240501,-8.240501,0,6053.0,247.7,-247.7,0,4.08,0.09,-0.09,0,1.61,0.08,-0.08,0,0
