Planet Transit Midpoint Value,Planet Transit Midpoint Upper Unc,Planet Transit Midpoint Lower Unc,Planet Transit Midpoint Limit Flag,Planet Orbital Period Value,Planet Orbital Period Upper Unc,Planet Orbital Period Lower Unc,Planet Orbital Period Limit Flag,Planet Transit Duration Value,Planet Transit Duration Upper Unc,Planet Transit Duration Lower Unc,Planet Transit Duration Limit Flag,Planet Transit Depth Value,Planet Transit Depth Upper Unc,Planet Transit Depth Lower Unc,Planet Transit Depth Limit Flag,Planet Radius Value,Planet Radius Value Upper Unc,Planet Radius Value Lower Unc,Planet Radius Limit Flag,Planet Insolation Value,Planet Equilibrium Temperature Value,TESS Magnitude,TESS Magnitude Upper Unc,TESS Magnitude Lower Unc,TESS Magnitude Limit Flag,Stellar Distance,Stellar Distance Upper Unc,Stellar Distance Lower Unc,Stellar Distance Limit Flag,Stellar Effective Temperature Value,Stellar Effective Termperature Upper Unc,Stellar Effective Termperature Lower Unc,Stellar Effective Temperature Limit Flag,Stellar log(g) Value,Stellar log(g) Upper Unc,Stellar log(g) Lower Unc,Stellar log(g) Limit Flag,Stellar Radius Value,Stellar Radius Upper Unc,Stellar Radius Lower Unc,Stellar Radius Limit Flag,Label
2458683.466067,0.0027300000000000002,-0.0027300000000000002,0,5.9041440000000005,8.27e-05,-8.27e-05,0,2.9718626,0.2175719,-0.2175719,0,775.5977429999999,43.342625,-43.342625,0,2.7732512000000002,0.2842659,-0.2842659,0,129.0406065,859.609781,11.1802,0.006,-0.006,0,169.422,0.671,-0.671,0,5141.0,122.049,-122.049,0,4.49143,0.0842768,-0.0842768,0,0.8761540000000001,0.051,-0.051,0,0
2458700.7236849996,0.00372,-0.00372,0,37.9179951,0.000701,-0.000701,0,3.6018337999999996,0.5289609000000001,-0.5289609000000001,0,1452.1381491,107.99994,-107.99994,0,3.3212074,1.598769,-1.598769,0,10.809572,462.45755,11.1802,0.006,-0.006,0,169.422,0.671,-0.671,0,5141.0,122.049,-122.049,0,4.49143,0.0842768,-0.0842768,0,0.8761540000000001,0.051,-0.051,0,0
2459420.122448,0.004051,-0.004051,0,15.923274,0.0001254,-0.0001254,0,4.007,0.844,-0.844,0,350.0,0.611904,-0.611904,0,2.09353,0.129502,-0.129502,0,87.7372,852.0,8.4724,0.006,-0.006,0,73.8713,0.14365,-0.14365,0,5711.85,106.3,-106.3,0,4.38315,0.0689493,-0.0689493,0,1.08,0.05,-0.05,0,0
2458687.121671,0.000234,-0.000234,0,4.3601427,6.1e-06,-6.1e-06,0,2.2680749,0.027837900000000002,-0.027837900000000002,0,5615.3991084,39.66482,-39.66482,0,6.753387400000001,0.3816232,-0.3816232,0,202.07457680000002,961.6071172000001,11.1153,0.006,-0.006,0,168.735,0.5995,-0.5995,0,5227.0,119.505,-119.505,0,4.50479,0.08147860000000001,-0.08147860000000001,0,0.874131,0.0475929,-0.0475929,0,0
2459426.8106580004,0.003946,-0.003946,0,13.0791262,9.719999999999999e-05,-9.719999999999999e-05,0,2.913,0.28,-0.28,0,920.0,1.3764299999999998,-1.3764299999999998,0,2.99999,0.199379,-0.199379,0,31.9942,662.0,10.2108,0.006,-0.006,0,139.49,0.535,-0.535,0,5453.0,117.875,-117.875,0,4.41707,0.0794538,-0.0794538,0,1.0,0.05,-0.05,0,0
2458327.445438,0.0017870000000000002,-0.0017870000000000002,0,4.651790599999999,2.24e-05,-2.24e-05,0,3.3231841,0.16150499999999998,-0.16150499999999998,0,992.3878496,50.188103000000005,-50.188103000000005,0,3.3100152,0.22731700000000002,-0.22731700000000002,0,180.8965451,935.3568211000002,10.1985,0.006,-0.006,0,111.059,0.442,-0.442,0,5154.0,182.0,-182.0,0,4.47072,0.28501,-0.28501,0,0.852266,0.049718599999999995,-0.049718599999999995,0,1
2458334.4464330003,0.0016600000000000002,-0.0016600000000000002,0,9.1546621,4.35e-05,-4.35e-05,0,3.0736779999999997,0.21111020000000003,-0.21111020000000003,0,966.4850693,53.030373,-53.030373,0,2.9523097999999997,0.3025244,-0.3025244,0,73.3501017,746.3970764999999,10.1985,0.006,-0.006,0,111.059,0.442,-0.442,0,5154.0,182.0,-182.0,0,4.47072,0.28501,-0.28501,0,0.852266,0.049718599999999995,-0.049718599999999995,0,1
2458342.850757,0.002497,-0.002497,0,19.9812509,0.0001134,-0.0001134,0,3.0623183999999997,0.32725709999999997,-0.32725709999999997,0,992.1894338,76.93508,-76.93508,0,2.8761704,0.5839863000000001,-0.5839863000000001,0,25.907584,575.4087721,10.1985,0.006,-0.006,0,111.059,0.442,-0.442,0,5154.0,182.0,-182.0,0,4.47072,0.28501,-0.28501,0,0.852266,0.049718599999999995,-0.049718599999999995,0,1
2459442.958967,0.002172,-0.002172,0,4.6756533,2.0399999999999998e-05,-2.0399999999999998e-05,0,1.991,0.194,-0.194,0,700.0,0.588781,-0.588781,0,3.86115,0.22490100000000002,-0.22490100000000002,0,144.221,965.0,9.899469999999999,0.006,-0.006,0,185.23,0.7705,-0.7705,0,5779.0,188.0,-188.0,0,4.88162,0.361611,-0.361611,0,1.45,0.07,-0.07,0,0
2458683.7481299997,0.00020299999999999997,-0.00020299999999999997,0,1.0180031999999999,1.7e-06,-1.7e-06,0,1.3511981000000002,0.024261900000000003,-0.024261900000000003,0,2892.4395923,48.86971,-48.86971,0,9.238729300000001,2.0780542,-2.0780542,0,2488.228088,1801.3259130999998,10.794,0.006,-0.006,0,199.039,1.049,-1.049,0,5451.0,125.913,-125.913,0,4.339230000000001,0.0801804,-0.0801804,0,1.0933,0.0570678,-0.0570678,0,0
2459432.4566,0.001444,-0.001444,0,10.2889299,2.6899999999999997e-05,-2.6899999999999997e-05,0,1.464,0.084,-0.084,0,770.0,0.371295,-0.371295,0,2.51365,0.16247999999999999,-0.16247999999999999,0,9.87838,493.0,9.1416,0.006,-0.006,0,65.9501,0.1013,-0.1013,0,5126.0,124.385,-124.385,0,4.497719999999999,0.08457619999999999,-0.08457619999999999,0,0.87,0.05,-0.05,0,1
2459439.292006,0.000336,-0.000336,0,5.4526984,5e-06,-5e-06,0,3.412,0.143,-0.143,0,7660.0,0.353746,-0.353746,0,14.3252,0.662945,-0.662945,0,466.437,1294.0,9.87463,0.006,-0.006,0,249.325,2.774,-2.774,0,6509.0,117.198,-117.198,0,4.1723300000000005,0.08659220000000001,-0.08659220000000001,0,1.57,0.07,-0.07,0,1
2459430.653521,0.002832,-0.002832,0,10.2613529,6.0899999999999996e-05,-6.0899999999999996e-05,0,4.861,0.384,-0.384,0,630.0,0.303375,-0.303375,0,3.6735599999999997,0.194582,-0.194582,0,235.331,1091.0,9.13619,0.006,-0.006,0,154.944,0.521,-0.521,0,6124.0,126.553,-126.553,0,4.15391,0.0809288,-0.0809288,0,1.49,0.07,-0.07,0,0
2459420.5540569997,0.000204,-0.000204,0,3.4779851,4.7799999999999996e-05,-4.7799999999999996e-05,0,2.4646572,0.017405599999999997,-0.017405599999999997,0,27198.053538999997,128.14381,-128.14381,0,12.445725,0.8875859,-0.8875859,0,153.1384607,897.2032104,11.1534,0.006,-0.006,0,118.106,0.3735,-0.3735,0,4699.0,129.561,-129.561,0,4.54638,0.0920064,-0.0920064,0,0.765001,0.0542789,-0.0542789,0,0
2458684.014194,0.00296,-0.00296,0,3.1271596,0.0006343999999999999,-0.0006343999999999999,0,1.9997213,0.441535,-0.441535,0,1216.5154525,120.98126,-120.98126,0,2.4010902,2.202674,-2.202674,0,103.2809792,813.0641948,10.8116,0.006,-0.006,0,73.5977,0.1604,-0.1604,0,4225.0,135.544,-135.544,0,4.5756,0.1122,-0.1122,0,0.693431,0.0690804,-0.0690804,0,0
2458686.117763,0.00312,-0.00312,0,7.491237,0.0017082,-0.0017082,0,2.0994488,0.5111532999999999,-0.5111532999999999,0,1541.4250898,156.12094,-156.12094,0,2.6759793999999997,2.635399,-2.635399,0,32.2217427,607.6549024,10.8116,0.006,-0.006,0,73.5977,0.1604,-0.1604,0,4225.0,135.544,-135.544,0,4.5756,0.1122,-0.1122,0,0.693431,0.0690804,-0.0690804,0,0
2458689.767634,0.003156,-0.003156,0,18.0591048,0.00026430000000000003,-0.00026430000000000003,0,3.2017735000000003,0.42715329999999996,-0.42715329999999996,0,1107.3619214000003,107.07825,-107.07825,0,3.4189042,1.2390472,-1.2390472,0,58.1177311,704.2014458,10.6965,0.006999999999999999,-0.006999999999999999,0,199.964,0.8515,-0.8515,0,5897.0,130.326,-130.326,0,4.459219999999999,0.0794702,-0.0794702,0,1.01,0.04906780000000001,-0.04906780000000001,0,0
2458683.550089,0.002072,-0.002072,0,1.0213316,0.0001526,-0.0001526,0,1.061899,0.29304840000000004,-0.29304840000000004,0,258.1413503,31.912136,-31.912136,0,1.4273262,1.369016,-1.369016,0,1136.0346495,1480.7019353,8.5325,0.006,-0.006,0,46.5539,0.0783,-0.0783,0,5098.0,125.822,-125.822,0,4.546819999999999,0.0834493,-0.0834493,0,0.818229,0.050050300000000006,-0.050050300000000006,0,0
2458684.617496,0.000126,-0.000126,0,2.7441656,1.3e-06,-1.3e-06,0,1.6251322,0.015310599999999999,-0.015310599999999999,0,5146.5976433,34.875202,-34.875202,0,7.798089500000001,0.5177480999999999,-0.5177480999999999,0,418.5830801,1153.6263492,10.634,0.008,-0.008,0,141.755,0.5485,-0.5485,0,5040.0,134.474,-134.474,0,4.3848199999999995,0.0895632,-0.0895632,0,0.974457,0.0643065,-0.0643065,0,0
2459443.199443,0.002903,-0.002903,0,2.2047974999999997,2e-05,-2e-05,0,3.956,1.008,-1.008,0,6580.0,9.25233,-9.25233,0,17.116,0.965209,-0.965209,0,7127.43,2559.0,10.0274,0.006,-0.006,0,341.079,2.414,-2.414,0,6532.23,109.214,-109.214,0,3.9681800000000003,0.08166469999999999,-0.08166469999999999,0,1.99,0.08,-0.08,0,1
2458691.004583,0.001691,-0.001691,0,10.895411900000001,0.002376,-0.002376,0,2.110273,0.31820479999999995,-0.31820479999999995,0,2987.663808,223.54488999999998,-223.54488999999998,0,2.4115830000000003,0.6564616999999999,-0.6564616999999999,0,5.5133626,390.8173981,11.0402,0.006999999999999999,-0.006999999999999999,0,36.0118,0.0295,-0.0295,0,3618.0,157.0,-157.0,0,4.79432,0.005375899999999999,-0.005375899999999999,0,0.435666,0.0129388,-0.0129388,0,1
2458689.964649,0.0032259999999999997,-0.0032259999999999997,0,18.79545,0.0025517,-0.0025517,0,1.9268732,0.790569,-0.790569,0,1443.8362462999999,195.72697,-195.72697,0,1.674532,1.6752032,-1.6752032,0,2.6648398999999996,325.8648604,11.0402,0.006999999999999999,-0.006999999999999999,0,36.0118,0.0295,-0.0295,0,3618.0,157.0,-157.0,0,4.79432,0.005375899999999999,-0.005375899999999999,0,0.435666,0.0129388,-0.0129388,0,1
2459445.942368,0.000302,-0.000302,0,8.1577069,5.3e-06,-5.3e-06,0,3.789,0.073,-0.073,0,9900.0,0.368377,-0.368377,0,9.08949,0.54322,-0.54322,0,93.3915,866.0,10.1495,0.006,-0.006,0,109.557,0.5425,-0.5425,0,5091.2,83.2,-83.2,0,4.47,0.08,-0.08,0,0.9,0.05,-0.05,0,0
2458715.659357,0.00035,-0.00035,0,14.304154999999998,8e-05,-8e-05,0,3.2548060000000003,0.056,-0.056,0,44910.704725999996,0.298821,-0.298821,0,17.454060000000002,0.517949,-0.517949,0,33.656206,614.307814,11.463,0.006,-0.006,0,171.138,0.664,-0.664,0,5056.6,91.3,-91.3,0,4.53,0.09,-0.09,0,0.828058,0.03,-0.03,0,0
2458712.6655200003,0.00033,-0.00033,0,6.13488,2e-05,-2e-05,0,5.585,0.074,-0.074,0,3810.0,0.0702284,-0.0702284,0,12.8768,0.7016479999999999,-0.7016479999999999,0,624.298,1392.0,7.4556,0.006,-0.006,0,92.2589,0.2358,-0.2358,0,5828.7,80.0,-80.0,0,3.84,0.08,-0.08,0,2.05,0.11,-0.11,0,1
2458713.0317450003,0.0017800000000000001,-0.0017800000000000001,0,3.3159970000000003,0.00047999999999999996,-0.00047999999999999996,0,1.5476379999999998,0.34,-0.34,0,2655.314985,135.72726,-135.72726,0,4.289363,0.24059499999999998,-0.24059499999999998,0,217.52158300000002,979.4794710000001,11.0244,0.006,-0.006,0,137.572,0.402,-0.402,0,4972.7,61.9,-61.9,0,4.54,0.09,-0.09,0,0.809032,0.02,-0.02,0,0
2458712.34791,0.0009199999999999999,-0.0009199999999999999,0,4.63123,4e-05,-4e-05,0,1.514,0.12,-0.12,0,4120.0,1441.13,-1441.13,0,17.3095,4.52451,-4.52451,0,344.541,1200.0,10.418,0.006,-0.006,0,177.118,1.214,-1.214,0,5736.0,164.8,-164.8,0,4.39,0.07,-0.07,0,1.07,0.05,-0.05,0,0
2458693.04227,0.00056,-0.00056,0,19.320335800000002,5.73e-05,-5.73e-05,0,4.2995219,0.0457797,-0.0457797,0,13252.6345771,99.307816,-99.307816,0,9.146268,0.6813475999999999,-0.6813475999999999,0,17.0750475,518.4539999,11.8994,0.006,-0.006,0,178.141,0.957,-0.957,0,4968.1,172.4,-172.4,0,4.5,0.1,-0.1,0,0.80494,0.058869399999999995,-0.058869399999999995,0,0
2458714.596964,0.007187000000000001,-0.007187000000000001,0,11.3246821,0.0102622,-0.0102622,0,5.9704136,0.4890376,-0.4890376,0,1937.5829721,250.30127000000002,-250.30127000000002,0,4.2917226,0.4109325,-0.4109325,0,59.170610200000006,707.3693882,10.5954,0.006,-0.006,0,138.591,0.823,-0.823,0,5518.0,130.133,-130.133,0,4.59176,0.08315560000000001,-0.08315560000000001,0,0.824734,0.044294,-0.044294,0,0
2458712.548761,0.004739,-0.004739,0,6.264297900000001,0.0025237,-0.0025237,0,2.3899822,0.306185,-0.306185,0,9097.7801433,1337.178,-1337.178,0,2.3377517000000005,0.27780970000000005,-0.27780970000000005,0,2.7688422000000004,328.99878989999996,12.5405,0.006999999999999999,-0.006999999999999999,0,24.5209,0.03105,-0.03105,0,3145.0,157.0,-157.0,0,5.04431,0.022945300000000002,-0.022945300000000002,0,0.21125700000000003,0.0062051,-0.0062051,0,0
2458692.461947,0.002386,-0.002386,0,37.0743844,0.0031750999999999997,-0.0031750999999999997,0,3.440095,0.3721038,-0.3721038,0,1695.5451662,172.03043,-172.03043,0,3.5492352999999994,1.0408329,-1.0408329,0,13.348885699999999,487.5071648,9.76775,0.006,-0.006,0,100.772,0.2265,-0.2265,0,5544.0,120.311,-120.311,0,4.5609,0.07760039999999999,-0.07760039999999999,0,0.857648,0.042964800000000004,-0.042964800000000004,0,0
2458711.959772,0.001546,-0.001546,0,14.4762171,0.0021929000000000002,-0.0021929000000000002,0,1.5574371,0.1564059,-0.1564059,0,10349.5451253,741.09247,-741.09247,0,9.2812453,19.493498000000002,-19.493498000000002,0,6.5395483,407.8558421,11.7819,0.006999999999999999,-0.006999999999999999,0,75.5759,0.15495,-0.15495,0,3841.0,157.0,-157.0,0,4.69364,0.009343899999999999,-0.009343899999999999,0,0.55035,0.016057599999999998,-0.016057599999999998,0,1
2459428.9104939997,0.003632,-0.003632,0,9.613877699999998,8.340000000000001e-05,-8.340000000000001e-05,0,2.555,0.802,-0.802,0,920.0,3.9638400000000003,-3.9638400000000003,0,2.77365,0.23024699999999998,-0.23024699999999998,0,133.886,947.0,9.994539999999999,0.006,-0.006,0,107.055,0.285,-0.285,0,5477.0,120.112,-120.112,0,4.5707,0.0797127,-0.0797127,0,0.84,0.04,-0.04,0,0
2459385.3903,0.00155,-0.00155,0,4.9404680999999995,1.39e-05,-1.39e-05,0,1.966,0.22,-0.22,0,340.0,0.151953,-0.151953,0,2.2189799999999997,0.10878,-0.10878,0,182.406,1023.0,7.9849,0.006,-0.006,0,68.4727,0.119,-0.119,0,6086.0,193.0,-193.0,0,4.26269,0.26143,-0.26143,0,1.13,0.05,-0.05,0,0
2458691.303495,0.0019190000000000001,-0.0019190000000000001,0,9.6926638,0.00013330000000000001,-0.00013330000000000001,0,2.9939767999999995,0.1994878,-0.1994878,0,1759.3296567000002,74.28903000000001,-74.28903000000001,0,3.1905912,0.5926874,-0.5926874,0,36.4256703,626.5729438999999,10.6355,0.006,-0.006,0,92.4381,0.1706,-0.1706,0,4665.0,128.1,-128.1,0,4.56182,0.0958392,-0.0958392,0,0.746003,0.056713599999999996,-0.056713599999999996,0,0
2459443.8105599997,0.0044469999999999996,-0.0044469999999999996,0,6.390931,5.429999999999999e-05,-5.429999999999999e-05,0,3.757,0.41,-0.41,0,330.0,0.524038,-0.524038,0,2.4668200000000002,0.153721,-0.153721,0,393.042,1240.0,9.6635,0.006999999999999999,-0.006999999999999999,0,178.259,0.667,-0.667,0,6191.0,127.462,-127.462,0,4.270169999999999,0.0829287,-0.0829287,0,1.32,0.06,-0.06,0,0
2458711.396433,0.000339,-0.000339,0,0.9689948,2.44e-05,-2.44e-05,0,2.4730872,0.0282691,-0.0282691,0,13393.0556264,147.52281000000002,-147.52281000000002,0,16.7364228,0.7733045000000001,-0.7733045000000001,0,6992.012520800001,2332.2242079,11.4373,0.012,-0.012,0,444.586,5.5075,-5.5075,0,6430.0,139.015,-139.015,0,4.25113,0.08925570000000001,-0.08925570000000001,0,1.41398,0.0637136,-0.0637136,0,1
2458719.47577,0.000295,-0.000295,0,10.3378915,0.00041339999999999997,-0.00041339999999999997,0,4.0653787,0.0281257,-0.0281257,0,17447.5216323,106.783325,-106.783325,0,11.206356199999998,0.5275791,-0.5275791,0,62.594515,717.3875234,9.7525,0.006,-0.006,0,92.3831,0.48265,-0.48265,0,5336.96,105.031,-105.031,0,4.55466,0.0770342,-0.0770342,0,0.8386819999999999,0.039082900000000004,-0.039082900000000004,0,1
2458711.815604,0.003346,-0.003346,0,1.283251,0.00030639999999999997,-0.00030639999999999997,0,2.012261,0.3679059,-0.3679059,0,1961.318203,136.80847,-136.80847,0,2.558112,0.8317095999999999,-0.8317095999999999,0,172.02529130000002,923.6720985,12.5313,0.006999999999999999,-0.006999999999999999,0,110.246,0.224,-0.224,0,3855.0,157.0,-157.0,0,4.68499,0.009848899999999999,-0.009848899999999999,0,0.560391,0.0165845,-0.0165845,0,0
2458712.3664,0.0026089999999999998,-0.0026089999999999998,0,1.2284388000000002,0.0002573,-0.0002573,0,1.9190118000000003,0.6503654999999999,-0.6503654999999999,0,1229.4965125,129.57385,-129.57385,0,1.866263,1.8184054,-1.8184054,0,118.28023459999999,841.1003116,10.9313,0.006999999999999999,-0.006999999999999999,0,41.9934,0.04955,-0.04955,0,3526.0,157.0,-157.0,0,4.71105,0.0088854,-0.0088854,0,0.53023,0.015565,-0.015565,0,0
2458711.5271819998,0.000877,-0.000877,0,0.616751,3.9500000000000005e-05,-3.9500000000000005e-05,0,0.87395,0.2182604,-0.2182604,0,791.820696,48.587185,-48.587185,0,4.540529,3.1102345000000002,-3.1102345000000002,0,16666.154684999998,2897.7495428,10.1653,0.006,-0.006,0,278.771,1.735,-1.735,0,6588.0,247.617,-247.617,0,4.1855,0.0974791,-0.0974791,0,1.56661,0.0674497,-0.0674497,0,0
2458714.687246,0.002037,-0.002037,0,9.597280699999999,0.0001519,-0.0001519,0,5.041095200000001,0.3988508,-0.3988508,0,423.14030180000003,24.69869,-24.69869,0,2.5248873,0.8939896999999999,-0.8939896999999999,0,193.2303735,950.9082118999999,8.593,0.006,-0.006,0,92.7225,0.23245,-0.23245,0,5891.0,124.622,-124.622,0,4.30161,0.08168560000000001,-0.08168560000000001,0,1.2103700000000002,0.0578543,-0.0578543,0,0
2458712.3585349997,0.000252,-0.000252,0,2.6998298,6.4e-06,-6.4e-06,0,2.3426007999999996,0.0562186,-0.0562186,0,2528.556143,30.510569,-30.510569,0,4.7210183,0.31668979999999997,-0.31668979999999997,0,691.8752745,1308.0570992,9.931189999999999,0.006,-0.006,0,114.865,0.3215,-0.3215,0,6180.0,362.01,-362.01,0,4.57956,0.106778,-0.106778,0,0.9233709999999999,0.048206,-0.048206,0,0
2458326.102581,5e-05,-5e-05,0,0.9809806999999999,1.2e-06,-1.2e-06,0,0.5405036,0.026238900000000002,-0.026238900000000002,0,6178.3924210000005,60.23540500000001,-60.23540500000001,0,5.916292299999999,0.7808294,-0.7808294,0,719.5629045,1320.951709,9.9005,0.006,-0.006,0,61.7856,0.0805,-0.0805,0,4486.0,175.0,-175.0,0,4.499140000000001,0.33879699999999996,-0.33879699999999996,0,0.764401,0.0628191,-0.0628191,0,1
2458683.4008130003,0.005359,-0.005359,0,5.400569,0.0025151999999999996,-0.0025151999999999996,0,3.657482,0.9818607,-0.9818607,0,344.66468599999996,52.871616,-52.871616,0,2.421951,3.049617,-3.049617,0,447.0664602,1172.7697947000001,9.508980000000001,0.006,-0.006,0,144.166,0.435,-0.435,0,5875.23,137.941,-137.941,0,4.26474,0.0802204,-0.0802204,0,1.25931,0.06824119999999999,-0.06824119999999999,0,1
2458688.79068,0.00827,-0.00827,0,7.159960000000001,0.0012900000000000001,-0.0012900000000000001,0,7.719,1.71,-1.71,0,600.0,1.11506,-1.11506,0,4.53085,0.29446500000000003,-0.29446500000000003,0,1982.17,1858.0,10.8722,0.006,-0.006,0,428.123,4.5455,-4.5455,0,6229.0,123.8,-123.8,0,4.0,0.08,-0.08,0,1.81,0.08,-0.08,0,0
2458685.09032,0.00031,-0.00031,0,1.44119,2e-05,-2e-05,0,2.189,0.032,-0.032,0,12165.9,37.325043,-37.325043,0,18.2528,6.56637,-6.56637,0,4505.3,2282.0,9.84566,0.006,-0.006,0,190.403,4.476,-4.476,0,5672.9,168.9,-168.9,0,4.13,0.08,-0.08,0,1.5,0.09,-0.09,0,0
2458685.2305900003,0.00196,-0.00196,0,1.68494,7e-05,-7e-05,0,1.007,0.338,-0.338,0,970.0,6.2731,-6.2731,0,3.86269,0.35634499999999997,-0.35634499999999997,0,880.471,1517.0,10.8605,0.006,-0.006,0,239.983,1.52,-1.52,0,5923.0,128.1,-128.1,0,4.38,0.08,-0.08,0,1.11,0.05,-0.05,0,0
2458684.34736,0.00124,-0.00124,0,3.915,0.00011,-0.00011,0,2.674,0.083,-0.083,0,3330.0,0.940016,-0.940016,0,9.30359,0.49675,-0.49675,0,325.056,1182.0,10.9458,0.006999999999999999,-0.006999999999999999,0,332.648,2.286,-2.286,0,5714.0,126.4,-126.4,0,4.05,0.08,-0.08,0,1.58,0.08,-0.08,0,0
2458928.739643,0.00031800000000000003,-0.00031800000000000003,0,3.1968818,1.63e-05,-1.63e-05,0,3.7040861000000005,0.0218743,-0.0218743,0,8059.207913600001,42.744694,-42.744694,0,14.926798000000002,0.6840335999999999,-0.6840335999999999,0,1843.1345158,1671.1252742999998,10.7973,0.006999999999999999,-0.006999999999999999,0,388.227,4.4475,-4.4475,0,6470.0,129.5,-129.5,0,4.15,0.09,-0.09,0,1.59715,0.07272360000000001,-0.07272360000000001,0,0
2458930.755752,0.00045,-0.00045,0,3.9443381,2.99e-05,-2.99e-05,0,4.8331442000000004,0.034211,-0.034211,0,6684.1218286,43.01755,-43.01755,0,14.4110824,0.7868633,-0.7868633,0,1078.6091517999998,1461.6243676,10.8041,0.006,-0.006,0,323.265,2.821,-2.821,0,5494.0,125.8,-125.8,0,3.93,0.08,-0.08,0,1.75475,0.0942867,-0.0942867,0,1
2458929.584378,0.000733,-0.000733,0,4.5372221,5.5299999999999996e-05,-5.5299999999999996e-05,0,4.0216128,0.059611800000000006,-0.059611800000000006,0,4244.7198927,50.643085,-50.643085,0,9.7787939,0.526297,-0.526297,0,731.9892129,1326.6181044000002,10.9585,0.006,-0.006,0,319.036,1.9895,-1.9895,0,5731.0,124.6,-124.6,0,4.1,0.08,-0.08,0,1.48668,0.07242710000000001,-0.07242710000000001,0,1
2458714.18114,0.00037999999999999997,-0.00037999999999999997,0,2.87177,0.00011,-0.00011,0,4.579,0.044,-0.044,0,8160.0,0.23142800000000002,-0.23142800000000002,0,17.5605,0.730679,-0.730679,0,3391.21,2125.0,9.823,0.008,-0.008,0,321.376,2.4895,-2.4895,0,6840.0,128.8,-128.8,0,4.05,0.09,-0.09,0,1.91,0.08,-0.08,0,1
2458686.1000139997,0.0008810000000000001,-0.0008810000000000001,0,6.0963465999999995,2.8699999999999996e-05,-2.8699999999999996e-05,0,2.3376616,0.16334720000000003,-0.16334720000000003,0,1152.0577419,41.41901,-41.41901,0,2.4854959,0.6815777,-0.6815777,0,69.86427940000002,737.3667424,10.5216,0.006,-0.006,0,90.8693,0.18925,-0.18925,0,4820.4,31.6,-31.6,0,4.6,0.09,-0.09,0,0.731699,0.0479774,-0.0479774,0,0
2458684.4125,0.00047999999999999996,-0.00047999999999999996,0,5.66664,7e-05,-7e-05,0,3.667,0.148,-0.148,0,9790.0,0.81379,-0.81379,0,14.5103,0.622413,-0.622413,0,508.16,1322.0,10.6724,0.006,-0.006,0,339.455,2.765,-2.765,0,6530.0,122.3,-122.3,0,4.23,0.08,-0.08,0,1.47,0.06,-0.06,0,0
2458684.13635,0.0022199999999999998,-0.0022199999999999998,0,1.56029,0.00011999999999999999,-0.00011999999999999999,0,2.751,0.095,-0.095,0,1690.0,514.568,-514.568,0,18.4825,5.76818,-5.76818,0,38412.5,3900.0,9.87278,0.006,-0.006,0,387.708,3.995,-3.995,0,6897.0,143.0,-143.0,0,3.89,0.09,-0.09,0,2.29,0.09,-0.09,0,0
2458689.34859,0.00468,-0.00468,0,8.876339999999999,0.0016300000000000002,-0.0016300000000000002,0,4.444,0.967,-0.967,0,1560.0,27.3974,-27.3974,0,5.60677,0.72249,-0.72249,0,1140.13,1618.0,9.76577,0.006,-0.006,0,156.338,0.539,-0.539,0,5992.0,131.1,-131.1,0,4.34,0.08,-0.08,0,1.18,0.05,-0.05,0,0
2458684.69336,0.0037,-0.0037,0,1.3793600000000001,0.0002,-0.0002,0,2.539,0.095,-0.095,0,1187.43,451.312,-451.312,0,10.6986,6.67961,-6.67961,0,26312.2,3548.0,10.6168,0.006,-0.006,0,543.011,7.554,-7.554,0,5924.0,302.8,-302.8,0,3.68,0.09,-0.09,0,2.82,0.28,-0.28,0,0
2458685.4705,0.00043,-0.00043,0,2.6796,2.9999999999999997e-05,-2.9999999999999997e-05,0,2.771,0.056,-0.056,0,7590.0,0.35017600000000004,-0.35017600000000004,0,11.8862,0.593028,-0.593028,0,823.434,1492.0,10.5742,0.006,-0.006,0,247.975,4.665,-4.665,0,5938.0,140.8,-140.8,0,4.23,0.08,-0.08,0,1.32,0.07,-0.07,0,0
2459441.4326259997,0.000941,-0.000941,0,11.0765435,1.76e-05,-1.76e-05,0,4.895,0.073,-0.073,0,4850.0,0.32195100000000004,-0.32195100000000004,0,13.1631,0.600324,-0.600324,0,201.5,1049.0,10.1098,0.006,-0.006,0,316.176,2.1845,-2.1845,0,6460.0,546.3,-546.3,0,4.0,0.08,-0.08,0,1.86,0.08,-0.08,0,0
2458711.97738,0.00447,-0.00447,0,2.57282,0.0009400000000000001,-0.0009400000000000001,0,3.445,0.24,-0.24,0,1060.0,556.217,-556.217,0,26.1167,8.24199,-8.24199,0,50561.9,4177.0,9.14819,0.006,-0.006,0,453.744,6.4355,-6.4355,0,8321.0,197.5,-197.5,0,3.75,0.08,-0.08,0,3.16,0.11,-0.11,0,0
2458684.06072,0.00539,-0.00539,0,3.8050900000000003,0.00058,-0.00058,0,3.347,0.645,-0.645,0,1280.0,2.2275,-2.2275,0,8.57193,0.655497,-0.655497,0,1214.11,1644.0,10.3332,0.021,-0.021,0,434.962,5.073,-5.073,0,6555.5,142.0,-142.0,0,3.83,0.1,-0.1,0,2.35,0.15,-0.15,0,0
